------------------------------------------------------------------------------------
Date: 11/4/2024 -- 02:56:56 (uptime: 0d, 00h 00m 15s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
decoder.ipv4                                  | Total                     | 511
decoder.ipv6                                  | Total                     | 1626
decoder.ethernet                              | Total                     | 2152
decoder.arp                                   | Total                     | 15
decoder.tcp                                   | Total                     | 1744
tcp.syn                                       | Total                     | 23
tcp.synack                                    | Total                     | 23
tcp.rst                                       | Total                     | 25
decoder.udp                                   | Total                     | 326
decoder.icmpv4                                | Total                     | 2
decoder.icmpv6                                | Total                     | 64
decoder.avg_pkt_size                          | Total                     | 415
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 8
flow.total                                    | Total                     | 122
flow.active                                   | Total                     | 76
flow.tcp                                      | Total                     | 39
flow.udp                                      | Total                     | 71
flow.icmpv6                                   | Total                     | 12
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 1
decoder.event.ipv6.zero_len_padn              | Total                     | 1
flow.wrk.flows_evicted_needs_work             | Total                     | 14
flow.wrk.flows_evicted_pkt_inject             | Total                     | 17
flow.wrk.flows_injected                       | Total                     | 14
tcp.sessions                                  | Total                     | 23
tcp.ssn_from_cache                            | Total                     | 4
tcp.ssn_from_pool                             | Total                     | 19
tcp.segment_from_cache                        | Total                     | 67
tcp.segment_from_pool                         | Total                     | 338
detect.alert                                  | Total                     | 80
app_layer.flow.http                           | Total                     | 1
app_layer.tx.http                             | Total                     | 1
app_layer.flow.tls                            | Total                     | 22
app_layer.flow.quic                           | Total                     | 4
app_layer.tx.quic                             | Total                     | 8
app_layer.error.quic.parser                   | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 55
app_layer.tx.dns_udp                          | Total                     | 177
app_layer.flow.failed_udp                     | Total                     | 12
flow.end.state.new                            | Total                     | 31
flow.end.state.closed                         | Total                     | 15
flow.end.tcp_state.closed                     | Total                     | 15
flow.mgr.full_hash_pass                       | Total                     | 17
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9232
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 237
flow.mgr.flows_notimeout                      | Total                     | 191
flow.mgr.flows_timeout                        | Total                     | 46
flow.mgr.flows_evicted                        | Total                     | 46
flow.mgr.flows_evicted_needs_work             | Total                     | 14
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
flow.recycler.recycled                        | Total                     | 32
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1167448
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 02:59:52 (uptime: 0d, 00h 03m 11s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 2208
decoder.pkts                                  | Total                     | 2241
decoder.bytes                                 | Total                     | 922330
decoder.ipv4                                  | Total                     | 564
decoder.ipv6                                  | Total                     | 1660
decoder.ethernet                              | Total                     | 2241
decoder.arp                                   | Total                     | 17
decoder.tcp                                   | Total                     | 1815
tcp.syn                                       | Total                     | 25
tcp.synack                                    | Total                     | 25
tcp.rst                                       | Total                     | 29
decoder.udp                                   | Total                     | 336
decoder.icmpv4                                | Total                     | 2
decoder.icmpv6                                | Total                     | 69
decoder.avg_pkt_size                          | Total                     | 411
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 10
flow.total                                    | Total                     | 130
flow.active                                   | Total                     | 82
flow.tcp                                      | Total                     | 41
flow.udp                                      | Total                     | 76
flow.icmpv6                                   | Total                     | 13
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 2
decoder.event.ipv6.zero_len_padn              | Total                     | 1
flow.wrk.flows_evicted_needs_work             | Total                     | 14
flow.wrk.flows_evicted_pkt_inject             | Total                     | 17
flow.wrk.flows_injected                       | Total                     | 14
tcp.sessions                                  | Total                     | 25
tcp.ssn_from_cache                            | Total                     | 5
tcp.ssn_from_pool                             | Total                     | 20
tcp.segment_from_cache                        | Total                     | 70
tcp.segment_from_pool                         | Total                     | 349
detect.alert                                  | Total                     | 86
app_layer.flow.http                           | Total                     | 1
app_layer.tx.http                             | Total                     | 1
app_layer.flow.tls                            | Total                     | 23
app_layer.flow.quic                           | Total                     | 4
app_layer.tx.quic                             | Total                     | 8
app_layer.error.quic.parser                   | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 60
app_layer.tx.dns_udp                          | Total                     | 187
app_layer.flow.failed_udp                     | Total                     | 12
flow.end.state.new                            | Total                     | 33
flow.end.state.closed                         | Total                     | 15
flow.end.tcp_state.closed                     | Total                     | 15
flow.mgr.full_hash_pass                       | Total                     | 18
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9234
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 244
flow.mgr.flows_notimeout                      | Total                     | 196
flow.mgr.flows_timeout                        | Total                     | 48
flow.mgr.flows_evicted                        | Total                     | 48
flow.mgr.flows_evicted_needs_work             | Total                     | 14
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
flow.recycler.recycled                        | Total                     | 34
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1124396
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:00:00 (uptime: 0d, 00h 03m 19s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 2366
decoder.pkts                                  | Total                     | 2382
decoder.bytes                                 | Total                     | 992468
decoder.ipv4                                  | Total                     | 574
decoder.ipv6                                  | Total                     | 1791
decoder.ethernet                              | Total                     | 2382
decoder.arp                                   | Total                     | 17
decoder.tcp                                   | Total                     | 1943
tcp.syn                                       | Total                     | 25
tcp.synack                                    | Total                     | 25
tcp.rst                                       | Total                     | 29
decoder.udp                                   | Total                     | 346
decoder.icmpv4                                | Total                     | 2
decoder.icmpv6                                | Total                     | 72
decoder.avg_pkt_size                          | Total                     | 416
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 8
flow.total                                    | Total                     | 135
flow.active                                   | Total                     | 84
flow.tcp                                      | Total                     | 43
flow.udp                                      | Total                     | 78
flow.icmpv6                                   | Total                     | 14
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 2
decoder.event.ipv6.zero_len_padn              | Total                     | 2
flow.wrk.flows_evicted_needs_work             | Total                     | 16
flow.wrk.flows_evicted_pkt_inject             | Total                     | 19
flow.wrk.flows_injected                       | Total                     | 16
tcp.sessions                                  | Total                     | 25
tcp.ssn_from_cache                            | Total                     | 5
tcp.ssn_from_pool                             | Total                     | 20
tcp.segment_from_cache                        | Total                     | 87
tcp.segment_from_pool                         | Total                     | 351
detect.alert                                  | Total                     | 87
app_layer.flow.http                           | Total                     | 1
app_layer.tx.http                             | Total                     | 1
app_layer.flow.tls                            | Total                     | 24
app_layer.flow.quic                           | Total                     | 4
app_layer.tx.quic                             | Total                     | 8
app_layer.error.quic.parser                   | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 60
app_layer.tx.dns_udp                          | Total                     | 187
app_layer.flow.failed_udp                     | Total                     | 14
flow.end.state.new                            | Total                     | 34
flow.end.state.closed                         | Total                     | 17
flow.end.tcp_state.closed                     | Total                     | 17
flow.mgr.full_hash_pass                       | Total                     | 18
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9235
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 258
flow.mgr.flows_notimeout                      | Total                     | 207
flow.mgr.flows_timeout                        | Total                     | 51
flow.mgr.flows_evicted                        | Total                     | 51
flow.mgr.flows_evicted_needs_work             | Total                     | 16
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
flow.recycler.recycled                        | Total                     | 35
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1146924
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:00:08 (uptime: 0d, 00h 03m 27s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 2610
decoder.pkts                                  | Total                     | 2618
decoder.bytes                                 | Total                     | 1068693
decoder.ipv4                                  | Total                     | 591
decoder.ipv6                                  | Total                     | 2010
decoder.ethernet                              | Total                     | 2618
decoder.arp                                   | Total                     | 17
decoder.tcp                                   | Total                     | 2156
tcp.syn                                       | Total                     | 30
tcp.synack                                    | Total                     | 30
tcp.rst                                       | Total                     | 33
decoder.udp                                   | Total                     | 367
decoder.icmpv4                                | Total                     | 2
decoder.icmpv6                                | Total                     | 74
decoder.avg_pkt_size                          | Total                     | 408
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 13
flow.total                                    | Total                     | 152
flow.active                                   | Total                     | 101
flow.tcp                                      | Total                     | 49
flow.udp                                      | Total                     | 88
flow.icmpv6                                   | Total                     | 15
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 2
decoder.event.ipv6.zero_len_padn              | Total                     | 2
flow.wrk.flows_evicted_needs_work             | Total                     | 16
flow.wrk.flows_evicted_pkt_inject             | Total                     | 19
flow.wrk.flows_injected                       | Total                     | 16
tcp.sessions                                  | Total                     | 30
tcp.ssn_from_cache                            | Total                     | 7
tcp.ssn_from_pool                             | Total                     | 23
tcp.segment_from_cache                        | Total                     | 114
tcp.segment_from_pool                         | Total                     | 397
detect.alert                                  | Total                     | 97
app_layer.flow.http                           | Total                     | 1
app_layer.tx.http                             | Total                     | 1
app_layer.flow.tls                            | Total                     | 29
app_layer.flow.quic                           | Total                     | 4
app_layer.tx.quic                             | Total                     | 8
app_layer.error.quic.parser                   | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 69
app_layer.tx.dns_udp                          | Total                     | 205
app_layer.flow.failed_udp                     | Total                     | 15
flow.end.state.new                            | Total                     | 34
flow.end.state.closed                         | Total                     | 17
flow.end.tcp_state.closed                     | Total                     | 17
flow.mgr.full_hash_pass                       | Total                     | 19
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9235
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 276
flow.mgr.flows_notimeout                      | Total                     | 225
flow.mgr.flows_timeout                        | Total                     | 51
flow.mgr.flows_evicted                        | Total                     | 51
flow.mgr.flows_evicted_needs_work             | Total                     | 16
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
flow.recycler.recycled                        | Total                     | 35
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1159212
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:00:16 (uptime: 0d, 00h 03m 35s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 2632
decoder.pkts                                  | Total                     | 2632
decoder.bytes                                 | Total                     | 1070503
decoder.ipv4                                  | Total                     | 595
decoder.ipv6                                  | Total                     | 2020
decoder.ethernet                              | Total                     | 2632
decoder.arp                                   | Total                     | 17
decoder.tcp                                   | Total                     | 2164
tcp.syn                                       | Total                     | 30
tcp.synack                                    | Total                     | 30
tcp.rst                                       | Total                     | 33
decoder.udp                                   | Total                     | 369
decoder.icmpv4                                | Total                     | 2
decoder.icmpv6                                | Total                     | 78
decoder.avg_pkt_size                          | Total                     | 406
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 12
flow.total                                    | Total                     | 152
flow.active                                   | Total                     | 100
flow.tcp                                      | Total                     | 49
flow.udp                                      | Total                     | 88
flow.icmpv6                                   | Total                     | 15
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 2
decoder.event.ipv6.zero_len_padn              | Total                     | 2
flow.wrk.flows_evicted_needs_work             | Total                     | 17
flow.wrk.flows_evicted_pkt_inject             | Total                     | 21
flow.wrk.flows_injected                       | Total                     | 17
tcp.sessions                                  | Total                     | 30
tcp.ssn_from_cache                            | Total                     | 7
tcp.ssn_from_pool                             | Total                     | 23
tcp.segment_from_cache                        | Total                     | 114
tcp.segment_from_pool                         | Total                     | 397
detect.alert                                  | Total                     | 97
app_layer.flow.http                           | Total                     | 1
app_layer.tx.http                             | Total                     | 1
app_layer.flow.tls                            | Total                     | 29
app_layer.flow.quic                           | Total                     | 4
app_layer.tx.quic                             | Total                     | 8
app_layer.error.quic.parser                   | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 69
app_layer.tx.dns_udp                          | Total                     | 205
app_layer.flow.failed_udp                     | Total                     | 15
flow.end.state.new                            | Total                     | 34
flow.end.state.closed                         | Total                     | 18
flow.end.tcp_state.closed                     | Total                     | 18
flow.mgr.full_hash_pass                       | Total                     | 20
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9235
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 284
flow.mgr.flows_notimeout                      | Total                     | 232
flow.mgr.flows_timeout                        | Total                     | 52
flow.mgr.flows_evicted                        | Total                     | 52
flow.mgr.flows_evicted_needs_work             | Total                     | 17
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
flow.recycler.recycled                        | Total                     | 35
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1148972
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:00:24 (uptime: 0d, 00h 03m 43s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 2640
decoder.pkts                                  | Total                     | 2640
decoder.bytes                                 | Total                     | 1071190
decoder.ipv4                                  | Total                     | 599
decoder.ipv6                                  | Total                     | 2022
decoder.ethernet                              | Total                     | 2640
decoder.arp                                   | Total                     | 19
decoder.tcp                                   | Total                     | 2170
tcp.syn                                       | Total                     | 30
tcp.synack                                    | Total                     | 30
tcp.rst                                       | Total                     | 33
decoder.udp                                   | Total                     | 369
decoder.icmpv4                                | Total                     | 2
decoder.icmpv6                                | Total                     | 78
decoder.avg_pkt_size                          | Total                     | 405
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 11
flow.total                                    | Total                     | 152
flow.active                                   | Total                     | 99
flow.tcp                                      | Total                     | 49
flow.udp                                      | Total                     | 88
flow.icmpv6                                   | Total                     | 15
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 2
decoder.event.ipv6.zero_len_padn              | Total                     | 2
flow.wrk.flows_evicted_needs_work             | Total                     | 18
flow.wrk.flows_evicted_pkt_inject             | Total                     | 22
flow.wrk.flows_injected                       | Total                     | 18
tcp.sessions                                  | Total                     | 30
tcp.ssn_from_cache                            | Total                     | 7
tcp.ssn_from_pool                             | Total                     | 23
tcp.segment_from_cache                        | Total                     | 114
tcp.segment_from_pool                         | Total                     | 397
detect.alert                                  | Total                     | 97
app_layer.flow.http                           | Total                     | 1
app_layer.tx.http                             | Total                     | 1
app_layer.flow.tls                            | Total                     | 29
app_layer.flow.quic                           | Total                     | 4
app_layer.tx.quic                             | Total                     | 8
app_layer.error.quic.parser                   | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 69
app_layer.tx.dns_udp                          | Total                     | 205
app_layer.flow.failed_udp                     | Total                     | 15
flow.end.state.new                            | Total                     | 34
flow.end.state.closed                         | Total                     | 19
flow.end.tcp_state.closed                     | Total                     | 19
flow.mgr.full_hash_pass                       | Total                     | 21
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9235
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 286
flow.mgr.flows_notimeout                      | Total                     | 233
flow.mgr.flows_timeout                        | Total                     | 53
flow.mgr.flows_evicted                        | Total                     | 53
flow.mgr.flows_evicted_needs_work             | Total                     | 18
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
flow.recycler.recycled                        | Total                     | 35
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1142828
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:00:32 (uptime: 0d, 00h 03m 51s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 2696
decoder.pkts                                  | Total                     | 2710
decoder.bytes                                 | Total                     | 1095697
decoder.ipv4                                  | Total                     | 652
decoder.ipv6                                  | Total                     | 2039
decoder.ethernet                              | Total                     | 2710
decoder.arp                                   | Total                     | 19
decoder.tcp                                   | Total                     | 2236
tcp.syn                                       | Total                     | 32
tcp.synack                                    | Total                     | 32
tcp.rst                                       | Total                     | 35
decoder.udp                                   | Total                     | 373
decoder.icmpv4                                | Total                     | 2
decoder.icmpv6                                | Total                     | 78
decoder.avg_pkt_size                          | Total                     | 404
decoder.max_pkt_size                          | Total                     | 1506
flow.total                                    | Total                     | 156
flow.active                                   | Total                     | 87
flow.tcp                                      | Total                     | 51
flow.udp                                      | Total                     | 90
flow.icmpv6                                   | Total                     | 15
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 2
decoder.event.ipv6.zero_len_padn              | Total                     | 2
flow.wrk.flows_evicted_needs_work             | Total                     | 31
flow.wrk.flows_evicted_pkt_inject             | Total                     | 39
flow.wrk.flows_injected                       | Total                     | 31
tcp.sessions                                  | Total                     | 32
tcp.ssn_from_cache                            | Total                     | 9
tcp.ssn_from_pool                             | Total                     | 23
tcp.segment_from_cache                        | Total                     | 145
tcp.segment_from_pool                         | Total                     | 397
detect.alert                                  | Total                     | 99
app_layer.flow.http                           | Total                     | 1
app_layer.tx.http                             | Total                     | 1
app_layer.flow.tls                            | Total                     | 31
app_layer.flow.quic                           | Total                     | 4
app_layer.tx.quic                             | Total                     | 8
app_layer.error.quic.parser                   | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 71
app_layer.tx.dns_udp                          | Total                     | 209
app_layer.flow.failed_udp                     | Total                     | 15
flow.end.state.new                            | Total                     | 37
flow.end.state.established                    | Total                     | 2
flow.end.state.closed                         | Total                     | 30
flow.end.tcp_state.established                | Total                     | 2
flow.end.tcp_state.closed                     | Total                     | 30
flow.mgr.full_hash_pass                       | Total                     | 22
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9238
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 296
flow.mgr.flows_notimeout                      | Total                     | 236
flow.mgr.flows_timeout                        | Total                     | 60
flow.mgr.flows_evicted                        | Total                     | 60
flow.mgr.flows_evicted_needs_work             | Total                     | 21
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
flow.recycler.recycled                        | Total                     | 38
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 917504
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:00:33 (uptime: 0d, 00h 03m 52s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 2696
decoder.pkts                                  | Total                     | 2710
decoder.bytes                                 | Total                     | 1095697
decoder.ipv4                                  | Total                     | 652
decoder.ipv6                                  | Total                     | 2039
decoder.ethernet                              | Total                     | 2710
decoder.arp                                   | Total                     | 19
decoder.tcp                                   | Total                     | 2236
tcp.syn                                       | Total                     | 32
tcp.synack                                    | Total                     | 32
tcp.rst                                       | Total                     | 35
decoder.udp                                   | Total                     | 373
decoder.icmpv4                                | Total                     | 2
decoder.icmpv6                                | Total                     | 78
decoder.avg_pkt_size                          | Total                     | 404
decoder.max_pkt_size                          | Total                     | 1506
flow.total                                    | Total                     | 156
flow.tcp                                      | Total                     | 51
flow.udp                                      | Total                     | 90
flow.icmpv6                                   | Total                     | 15
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 8
decoder.event.ipv4.opt_pad_required           | Total                     | 2
decoder.event.ipv6.zero_len_padn              | Total                     | 2
flow.wrk.flows_evicted_needs_work             | Total                     | 31
flow.wrk.flows_evicted_pkt_inject             | Total                     | 39
flow.wrk.flows_injected                       | Total                     | 31
tcp.sessions                                  | Total                     | 32
tcp.ssn_from_cache                            | Total                     | 9
tcp.ssn_from_pool                             | Total                     | 23
tcp.segment_from_cache                        | Total                     | 145
tcp.segment_from_pool                         | Total                     | 397
detect.alert                                  | Total                     | 99
app_layer.flow.http                           | Total                     | 1
app_layer.tx.http                             | Total                     | 1
app_layer.flow.tls                            | Total                     | 31
app_layer.flow.quic                           | Total                     | 4
app_layer.tx.quic                             | Total                     | 8
app_layer.error.quic.parser                   | Total                     | 8
app_layer.flow.dns_udp                        | Total                     | 71
app_layer.tx.dns_udp                          | Total                     | 209
app_layer.flow.failed_udp                     | Total                     | 15
flow.end.state.new                            | Total                     | 50
flow.end.state.established                    | Total                     | 76
flow.end.state.closed                         | Total                     | 30
flow.end.tcp_state.established                | Total                     | 2
flow.end.tcp_state.closed                     | Total                     | 30
flow.mgr.full_hash_pass                       | Total                     | 22
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9238
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 296
flow.mgr.flows_notimeout                      | Total                     | 236
flow.mgr.flows_timeout                        | Total                     | 60
flow.mgr.flows_evicted                        | Total                     | 60
flow.mgr.flows_evicted_needs_work             | Total                     | 21
memcap_pressure                               | Total                     | 8
memcap_pressure_max                           | Total                     | 8
flow.recycler.recycled                        | Total                     | 125
flow.recycler.queue_max                       | Total                     | 61
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 917504
flow.memuse                                   | Total                     | 11588608
------------------------------------------------------------------------------------
Date: 11/4/2024 -- 03:01:43 (uptime: 0d, 00h 00m 13s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 38
decoder.pkts                                  | Total                     | 38
decoder.bytes                                 | Total                     | 11490
decoder.ipv4                                  | Total                     | 24
decoder.ipv6                                  | Total                     | 14
decoder.ethernet                              | Total                     | 38
decoder.tcp                                   | Total                     | 30
tcp.syn                                       | Total                     | 1
tcp.synack                                    | Total                     | 1
decoder.udp                                   | Total                     | 6
decoder.icmpv6                                | Total                     | 2
decoder.avg_pkt_size                          | Total                     | 302
decoder.max_pkt_size                          | Total                     | 1506
tcp.active_sessions                           | Total                     | 1
flow.total                                    | Total                     | 8
flow.active                                   | Total                     | 8
flow.tcp                                      | Total                     | 4
flow.udp                                      | Total                     | 3
flow.icmpv6                                   | Total                     | 1
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 5
tcp.sessions                                  | Total                     | 1
tcp.ssn_from_pool                             | Total                     | 1
tcp.segment_from_pool                         | Total                     | 10
detect.alert                                  | Total                     | 3
